Country,Release_Year,Genres,Category,Content_Count,Young_Population_Percentage
czech republic,2019,actionadventure,movie,1,15.946887016296387
czech republic,2019,international movies,movie,1,15.946887016296387
czech republic,2019,comedies,movie,1,15.946887016296387
czech republic,2019,action  adventure,movie,1,15.946887016296387
czech republic,2019,children  family movies,movie,1,15.946887016296387
czech republic,2019,drama,movie,1,15.946887016296387
czech republic,2019,international,movie,1,15.946887016296387
czech republic,2019,british tv shows,tv show,1,15.946887016296387
czech republic,2019,science  nature tv,tv show,1,15.946887016296387
czech republic,2019,docuseries,tv show,1,15.946887016296387
czech republic,2020,international movies,movie,1,16.028217315673828
czech republic,2020,dramas,movie,1,16.028217315673828
czech republic,2020,romantic movies,movie,1,16.028217315673828
czech republic,2020,action,movie,1,16.028217315673828
czech republic,2020,comedies,movie,1,16.028217315673828
czech republic,2020,drama,movie,1,16.028217315673828
czech republic,2020,scifi  fantasy,movie,1,16.028217315673828
czech republic,2020,horror movies,movie,1,16.028217315673828
czech republic,2020,adventure,movie,1,16.028217315673828
czech republic,2020,action  adventure,movie,2,16.028217315673828
czech republic,2020,international tv shows,tv show,1,16.028217315673828
czech republic,2020,tv dramas,tv show,1,16.028217315673828
czech republic,2021,action  adventure,movie,1,16.079669952392578
czech republic,2021,cult movies,movie,1,16.079669952392578
czech republic,2021,drama,movie,1,16.079669952392578
czech republic,2021,dramas,movie,2,16.079669952392578
czech republic,2021,adventure,movie,1,16.079669952392578
czech republic,2021,action,movie,1,16.079669952392578
czech republic,2021,international movies,movie,2,16.079669952392578
czech republic,2021,reality tv,tv show,1,16.079669952392578
czech republic,2021,tv horror,tv show,1,16.079669952392578
czech republic,2021,tv thrillers,tv show,1,16.079669952392578
denmark,2009,international movies,movie,1,18.201826095581055
denmark,2009,dramas,movie,1,18.201826095581055
denmark,2016,dramas,movie,2,16.76580238342285
denmark,2016,sports movies,movie,1,16.76580238342285
denmark,2016,international movies,movie,5,16.76580238342285
denmark,2016,independent movies,movie,1,16.76580238342285
denmark,2016,documentaries,movie,4,16.76580238342285
denmark,2017,dramas,movie,1,16.67095947265625
denmark,2017,thrillers,movie,2,16.67095947265625
denmark,2017,documentaries,movie,1,16.67095947265625
denmark,2017,comedies,movie,1,16.67095947265625
denmark,2017,drama,movie,1,16.67095947265625
denmark,2017,international movies,movie,2,16.67095947265625
denmark,2017,thriller,movie,1,16.67095947265625
denmark,2017,action  adventure,movie,1,16.67095947265625
denmark,2017,international,movie,1,16.67095947265625
denmark,2017,independent movies,movie,1,16.67095947265625
denmark,2017,international tv shows,tv show,1,16.67095947265625
denmark,2017,tv dramas,tv show,1,16.67095947265625
denmark,2018,international,movie,2,16.571590423583984
denmark,2018,cult movies,movie,1,16.571590423583984
denmark,2018,thrillers,movie,2,16.571590423583984
denmark,2018,horror,movie,1,16.571590423583984
denmark,2018,documentaries,movie,3,16.571590423583984
denmark,2018,dramas,movie,6,16.571590423583984
denmark,2018,international movies,movie,6,16.571590423583984
denmark,2018,comedies,movie,1,16.571590423583984
denmark,2018,comedy,movie,2,16.571590423583984
denmark,2018,action,movie,1,16.571590423583984
denmark,2018,independent movies,movie,4,16.571590423583984
denmark,2018,thriller,movie,1,16.571590423583984
denmark,2018,adventure,movie,1,16.571590423583984
denmark,2018,sports,movie,1,16.571590423583984
denmark,2018,drama,movie,2,16.571590423583984
denmark,2018,romantic movies,movie,3,16.571590423583984
denmark,2018,international tv shows,tv show,1,16.571590423583984
denmark,2018,crime tv shows,tv show,1,16.571590423583984
denmark,2018,tv dramas,tv show,1,16.571590423583984
denmark,2019,documentaries,movie,1,16.41780662536621
denmark,2019,science fiction,movie,1,16.41780662536621
denmark,2019,actionadventure,movie,1,16.41780662536621
denmark,2019,animation,movie,1,16.41780662536621
denmark,2019,drama,movie,1,16.41780662536621
denmark,2019,international,movie,1,16.41780662536621
denmark,2019,independent movies,movie,2,16.41780662536621
denmark,2019,action  adventure,movie,2,16.41780662536621
denmark,2019,comedy,movie,1,16.41780662536621
denmark,2019,international movies,movie,7,16.41780662536621
denmark,2019,dramas,movie,5,16.41780662536621
denmark,2019,thriller,movie,1,16.41780662536621
denmark,2019,romance,movie,1,16.41780662536621
denmark,2019,children  family movies,movie,2,16.41780662536621
denmark,2019,thrillers,movie,1,16.41780662536621
denmark,2019,actionadventure,tv show,1,16.41780662536621
denmark,2019,tv comedies,tv show,2,16.41780662536621
denmark,2019,comedy,tv show,1,16.41780662536621
denmark,2019,international tv shows,tv show,2,16.41780662536621
denmark,2019,kids tv,tv show,1,16.41780662536621
denmark,2019,animation,tv show,1,16.41780662536621
denmark,2019,tv dramas,tv show,2,16.41780662536621
denmark,2020,dramas,movie,2,16.308910369873047
denmark,2020,thriller,movie,1,16.308910369873047
denmark,2020,children  family movies,movie,1,16.308910369873047
denmark,2020,independent movies,movie,1,16.308910369873047
denmark,2020,international,movie,1,16.308910369873047
denmark,2020,thrillers,movie,1,16.308910369873047
denmark,2020,crime,movie,1,16.308910369873047
denmark,2020,documentaries,movie,2,16.308910369873047
denmark,2020,comedy,movie,1,16.308910369873047
denmark,2020,adventure,movie,1,16.308910369873047
denmark,2020,drama,movie,3,16.308910369873047
denmark,2020,action  adventure,movie,1,16.308910369873047
denmark,2020,horror,movie,1,16.308910369873047
denmark,2020,science fiction,movie,1,16.308910369873047
denmark,2020,international movies,movie,1,16.308910369873047
denmark,2020,international tv shows,tv show,6,16.308910369873047
denmark,2020,crime tv shows,tv show,1,16.308910369873047
denmark,2020,tv mysteries,tv show,3,16.308910369873047
denmark,2020,tv dramas,tv show,4,16.308910369873047
denmark,2020,tv comedies,tv show,2,16.308910369873047
denmark,2020,tv thrillers,tv show,1,16.308910369873047
denmark,2020,docuseries,tv show,1,16.308910369873047
denmark,2020,kids tv,tv show,2,16.308910369873047
denmark,2021,romantic movies,movie,1,16.18069076538086
denmark,2021,sports movies,movie,1,16.18069076538086
denmark,2021,animation,movie,1,16.18069076538086
denmark,2021,fantasy,movie,1,16.18069076538086
denmark,2021,family,movie,1,16.18069076538086
denmark,2021,dramas,movie,1,16.18069076538086
denmark,2021,documentaries,movie,2,16.18069076538086
denmark,2021,independent movies,movie,1,16.18069076538086
denmark,2021,international movies,movie,2,16.18069076538086
denmark,2021,tv action  adventure,tv show,1,16.18069076538086
denmark,2021,tv dramas,tv show,1,16.18069076538086
denmark,2021,action,tv show,1,16.18069076538086
denmark,2021,kids tv,tv show,1,16.18069076538086
denmark,2021,international tv shows,tv show,1,16.18069076538086
denmark,2021,adventure,tv show,1,16.18069076538086
denmark,2021,comedy,tv show,1,16.18069076538086
finland,2016,documentaries,movie,1,16.28849220275879
finland,2016,international movies,movie,1,16.28849220275879
finland,2017,international movies,movie,1,16.199493408203125
finland,2017,dramas,movie,1,16.199493408203125
finland,2018,comedy,movie,1,16.069747924804688
finland,2018,documentaries,movie,1,16.069747924804688
finland,2018,sports,movie,1,16.069747924804688
finland,2018,horror,movie,1,16.069747924804688
finland,2018,drama,movie,1,16.069747924804688
finland,2018,international movies,movie,1,16.069747924804688
finland,2018,action,movie,1,16.069747924804688
finland,2018,international,movie,1,16.069747924804688
finland,2019,comedies,movie,1,15.876452445983887
finland,2019,dramas,movie,1,15.876452445983887
finland,2019,music  musicals,movie,1,15.876452445983887
finland,2019,sports movies,movie,1,15.876452445983887
finland,2019,action  adventure,movie,1,15.876452445983887
finland,2019,international movies,movie,3,15.876452445983887
finland,2019,documentaries,movie,1,15.876452445983887
finland,2020,children  family movies,movie,1,15.660402297973633
finland,2020,lgbtq movies,movie,1,15.660402297973633
finland,2020,dramas,movie,1,15.660402297973633
finland,2020,international movies,movie,1,15.660402297973633
finland,2020,comedies,movie,1,15.660402297973633
finland,2020,british tv shows,tv show,2,15.660402297973633
finland,2020,tv comedies,tv show,2,15.660402297973633
finland,2020,international tv shows,tv show,1,15.660402297973633
finland,2020,kids tv,tv show,2,15.660402297973633
finland,2020,crime tv shows,tv show,1,15.660402297973633
finland,2020,tv dramas,tv show,1,15.660402297973633
finland,2021,tv comedies,tv show,1,15.454339027404785
finland,2021,international tv shows,tv show,1,15.454339027404785
finland,2021,crime tv shows,tv show,1,15.454339027404785
finland,2021,tv dramas,tv show,1,15.454339027404785
finland,2021,kids tv,tv show,1,15.454339027404785
france,2011,children  family movies,movie,1,18.57862663269043
france,2011,international movies,movie,1,18.57862663269043
france,2011,faith  spirituality,movie,1,18.57862663269043
france,2011,dramas,movie,2,18.57862663269043
france,2011,international,tv show,1,18.57862663269043
france,2011,anime,tv show,1,18.57862663269043
france,2015,thrillers,movie,1,18.505022048950195
france,2015,documentaries,movie,1,18.505022048950195
france,2015,dramas,movie,2,18.505022048950195
france,2015,comedies,movie,1,18.505022048950195
france,2015,children  family movies,movie,3,18.505022048950195
france,2015,sports movies,movie,1,18.505022048950195
france,2015,international movies,movie,3,18.505022048950195
france,2015,kids tv,tv show,3,18.505022048950195
france,2015,tv comedies,tv show,1,18.505022048950195
france,2016,movies,movie,1,18.363161087036133
france,2016,documentaries,movie,2,18.363161087036133
france,2016,music  musicals,movie,1,18.363161087036133
france,2016,dramas,movie,10,18.363161087036133
france,2016,independent movies,movie,5,18.363161087036133
france,2016,sports movies,movie,2,18.363161087036133
france,2016,international movies,movie,15,18.363161087036133
france,2016,comedies,movie,5,18.363161087036133
france,2016,international tv shows,tv show,4,18.363161087036133
france,2016,docuseries,tv show,2,18.363161087036133
france,2016,tv dramas,tv show,2,18.363161087036133
france,2016,kids tv,tv show,9,18.363161087036133
france,2016,crime tv shows,tv show,2,18.363161087036133
france,2016,tv comedies,tv show,1,18.363161087036133
france,2017,children  family movies,movie,3,18.23171043395996
france,2017,comedies,movie,11,18.23171043395996
france,2017,action  adventure,movie,8,18.23171043395996
france,2017,thrillers,movie,2,18.23171043395996
france,2017,romantic movies,movie,6,18.23171043395996
france,2017,standup comedy,movie,1,18.23171043395996
france,2017,independent movies,movie,10,18.23171043395996
france,2017,classic movies,movie,1,18.23171043395996
france,2017,international movies,movie,40,18.23171043395996
france,2017,documentaries,movie,8,18.23171043395996
france,2017,music  musicals,movie,2,18.23171043395996
france,2017,scifi  fantasy,movie,3,18.23171043395996
france,2017,sports movies,movie,2,18.23171043395996
france,2017,dramas,movie,29,18.23171043395996
france,2017,cartoons,tv show,1,18.23171043395996
france,2017,tv dramas,tv show,1,18.23171043395996
france,2017,crime tv shows,tv show,2,18.23171043395996
france,2017,comedy,tv show,1,18.23171043395996
france,2017,tv comedies,tv show,3,18.23171043395996
france,2017,international tv shows,tv show,1,18.23171043395996
france,2017,kids tv,tv show,5,18.23171043395996
france,2017,adventure,tv show,1,18.23171043395996
france,2018,horror,movie,1,18.085020065307617
france,2018,scifi  fantasy,movie,2,18.085020065307617
france,2018,thriller,movie,1,18.085020065307617
france,2018,comedy,movie,2,18.085020065307617
france,2018,sports movies,movie,4,18.085020065307617
france,2018,romantic movies,movie,6,18.085020065307617
france,2018,horror movies,movie,2,18.085020065307617
france,2018,cult movies,movie,1,18.085020065307617
france,2018,international movies,movie,38,18.085020065307617
france,2018,international,movie,3,18.085020065307617
france,2018,action  adventure,movie,2,18.085020065307617
france,2018,adventure,movie,1,18.085020065307617
france,2018,dramas,movie,28,18.085020065307617
france,2018,children  family movies,movie,2,18.085020065307617
france,2018,thrillers,movie,7,18.085020065307617
france,2018,independent movies,movie,15,18.085020065307617
france,2018,lgbtq movies,movie,1,18.085020065307617
france,2018,comedies,movie,12,18.085020065307617
france,2018,crime,movie,1,18.085020065307617
france,2018,classic movies,movie,1,18.085020065307617
france,2018,action,movie,1,18.085020065307617
france,2018,standup comedy,movie,2,18.085020065307617
france,2018,documentaries,movie,6,18.085020065307617
france,2018,drama,movie,5,18.085020065307617
france,2018,tv comedies,tv show,3,18.085020065307617
france,2018,tv thrillers,tv show,1,18.085020065307617
france,2018,docuseries,tv show,3,18.085020065307617
france,2018,science  nature tv,tv show,1,18.085020065307617
france,2018,kids tv,tv show,8,18.085020065307617
france,2018,tv scifi  fantasy,tv show,1,18.085020065307617
france,2018,tv mysteries,tv show,1,18.085020065307617
france,2018,tv dramas,tv show,3,18.085020065307617
france,2018,crime tv shows,tv show,6,18.085020065307617
france,2018,international tv shows,tv show,7,18.085020065307617
france,2019,action  adventure,movie,5,17.92005729675293
france,2019,music  musicals,movie,1,17.92005729675293
france,2019,comedies,movie,6,17.92005729675293
france,2019,drama,movie,3,17.92005729675293
france,2019,children  family movies,movie,4,17.92005729675293
france,2019,sports movies,movie,2,17.92005729675293
france,2019,standup comedy,movie,1,17.92005729675293
france,2019,horror movies,movie,5,17.92005729675293
france,2019,animation,movie,3,17.92005729675293
france,2019,crime,movie,3,17.92005729675293
france,2019,adventure,movie,1,17.92005729675293
france,2019,independent movies,movie,18,17.92005729675293
france,2019,cartoons,movie,1,17.92005729675293
france,2019,documentaries,movie,8,17.92005729675293
france,2019,thrillers,movie,10,17.92005729675293
france,2019,actionadventure,movie,3,17.92005729675293
france,2019,action,movie,1,17.92005729675293
france,2019,comedy,movie,7,17.92005729675293
france,2019,buddy,movie,1,17.92005729675293
france,2019,dramas,movie,37,17.92005729675293
france,2019,scifi  fantasy,movie,2,17.92005729675293
france,2019,thriller,movie,1,17.92005729675293
france,2019,international movies,movie,45,17.92005729675293
france,2019,faith  spirituality,movie,2,17.92005729675293
france,2019,romantic movies,movie,3,17.92005729675293
france,2019,family,movie,1,17.92005729675293
france,2019,horror,movie,1,17.92005729675293
france,2019,tv dramas,tv show,10,17.92005729675293
france,2019,drama,tv show,1,17.92005729675293
france,2019,animation,tv show,2,17.92005729675293
france,2019,tv horror,tv show,2,17.92005729675293
france,2019,tv mysteries,tv show,1,17.92005729675293
france,2019,romantic tv shows,tv show,2,17.92005729675293
france,2019,docuseries,tv show,1,17.92005729675293
france,2019,comedy,tv show,1,17.92005729675293
france,2019,tv action  adventure,tv show,2,17.92005729675293
france,2019,crime,tv show,1,17.92005729675293
france,2019,cartoons,tv show,1,17.92005729675293
france,2019,crime tv shows,tv show,5,17.92005729675293
france,2019,international tv shows,tv show,14,17.92005729675293
france,2019,western,tv show,1,17.92005729675293
france,2019,tv thrillers,tv show,2,17.92005729675293
france,2019,kids tv,tv show,4,17.92005729675293
france,2019,mystery,tv show,1,17.92005729675293
france,2019,tv comedies,tv show,3,17.92005729675293
france,2019,kids,tv show,2,17.92005729675293
france,2019,family,tv show,1,17.92005729675293
france,2019,reality tv,tv show,1,17.92005729675293
france,2019,actionadventure,tv show,1,17.92005729675293
france,2020,horror movies,movie,1,17.76137924194336
france,2020,fantasy,movie,1,17.76137924194336
france,2020,drama,movie,9,17.76137924194336
france,2020,international movies,movie,52,17.76137924194336
france,2020,music  musicals,movie,4,17.76137924194336
france,2020,classic movies,movie,4,17.76137924194336
france,2020,romance,movie,1,17.76137924194336
france,2020,science fiction,movie,2,17.76137924194336
france,2020,scifi  fantasy,movie,2,17.76137924194336
france,2020,lifestyle  culture,movie,1,17.76137924194336
france,2020,music,movie,1,17.76137924194336
france,2020,thriller,movie,1,17.76137924194336
france,2020,independent movies,movie,18,17.76137924194336
france,2020,animation,movie,1,17.76137924194336
france,2020,dramas,movie,45,17.76137924194336
france,2020,action  adventure,movie,15,17.76137924194336
france,2020,actionadventure,movie,1,17.76137924194336
france,2020,crime,movie,1,17.76137924194336
france,2020,lgbtq movies,movie,1,17.76137924194336
france,2020,documentary,movie,2,17.76137924194336
france,2020,history,movie,1,17.76137924194336
france,2020,family,movie,2,17.76137924194336
france,2020,children  family movies,movie,9,17.76137924194336
france,2020,animals  nature,movie,1,17.76137924194336
france,2020,horror,movie,2,17.76137924194336
france,2020,action,movie,2,17.76137924194336
france,2020,comedies,movie,12,17.76137924194336
france,2020,cooking  food,movie,1,17.76137924194336
france,2020,adventure,movie,3,17.76137924194336
france,2020,international,movie,1,17.76137924194336
france,2020,documentaries,movie,18,17.76137924194336
france,2020,lgbtq,movie,1,17.76137924194336
france,2020,sports movies,movie,1,17.76137924194336
france,2020,biographical,movie,1,17.76137924194336
france,2020,comedy,movie,3,17.76137924194336
france,2020,thrillers,movie,14,17.76137924194336
france,2020,romantic movies,movie,6,17.76137924194336
france,2020,standup comedy  talk shows,tv show,1,17.76137924194336
france,2020,animals  nature,tv show,1,17.76137924194336
france,2020,kids tv,tv show,11,17.76137924194336
france,2020,romantic tv shows,tv show,1,17.76137924194336
france,2020,reality tv,tv show,1,17.76137924194336
france,2020,tv horror,tv show,1,17.76137924194336
france,2020,tv comedies,tv show,12,17.76137924194336
france,2020,international tv shows,tv show,14,17.76137924194336
france,2020,tv action  adventure,tv show,2,17.76137924194336
france,2020,kids,tv show,1,17.76137924194336
france,2020,lifestyle  culture,tv show,1,17.76137924194336
france,2020,crime tv shows,tv show,5,17.76137924194336
france,2020,family,tv show,1,17.76137924194336
france,2020,british tv shows,tv show,4,17.76137924194336
france,2020,docuseries,tv show,2,17.76137924194336
france,2020,tv dramas,tv show,7,17.76137924194336
france,2021,action  adventure,movie,11,17.59019660949707
france,2021,comedies,movie,7,17.59019660949707
france,2021,documentaries,movie,4,17.59019660949707
france,2021,animals  nature,movie,1,17.59019660949707
france,2021,scifi  fantasy,movie,1,17.59019660949707
france,2021,horror,movie,2,17.59019660949707
france,2021,actionadventure,movie,1,17.59019660949707
france,2021,romantic movies,movie,4,17.59019660949707
france,2021,comedy,movie,1,17.59019660949707
france,2021,standup comedy,movie,1,17.59019660949707
france,2021,drama,movie,1,17.59019660949707
france,2021,international,movie,1,17.59019660949707
france,2021,documentary,movie,1,17.59019660949707
france,2021,science fiction,movie,1,17.59019660949707
france,2021,suspense,movie,1,17.59019660949707
france,2021,horror movies,movie,3,17.59019660949707
france,2021,dramas,movie,25,17.59019660949707
france,2021,international movies,movie,24,17.59019660949707
france,2021,kids,movie,1,17.59019660949707
france,2021,children  family movies,movie,2,17.59019660949707
france,2021,classic movies,movie,1,17.59019660949707
france,2021,cult movies,movie,1,17.59019660949707
france,2021,sports movies,movie,1,17.59019660949707
france,2021,adventure,movie,1,17.59019660949707
france,2021,thrillers,movie,13,17.59019660949707
france,2021,independent movies,movie,12,17.59019660949707
france,2021,animation,tv show,1,17.59019660949707
france,2021,tv dramas,tv show,4,17.59019660949707
france,2021,crime tv shows,tv show,4,17.59019660949707
france,2021,science fiction,tv show,1,17.59019660949707
france,2021,kids tv,tv show,8,17.59019660949707
france,2021,tv comedies,tv show,4,17.59019660949707
france,2021,tv action  adventure,tv show,3,17.59019660949707
france,2021,international tv shows,tv show,5,17.59019660949707
germany,2015,adventure,movie,1,13.201582908630371
germany,2015,action,movie,1,13.201582908630371
germany,2015,dramas,movie,1,13.201582908630371
germany,2015,action  adventure,movie,1,13.201582908630371
germany,2015,drama,movie,1,13.201582908630371
germany,2015,international movies,movie,1,13.201582908630371
germany,2015,kids tv,tv show,1,13.201582908630371
germany,2016,comedies,movie,2,13.315149307250977
germany,2016,documentaries,movie,4,13.315149307250977
germany,2016,dramas,movie,1,13.315149307250977
germany,2016,independent movies,movie,1,13.315149307250977
germany,2016,movies,movie,2,13.315149307250977
germany,2016,standup comedy,movie,1,13.315149307250977
germany,2016,international movies,movie,5,13.315149307250977
germany,2016,science  nature tv,tv show,1,13.315149307250977
germany,2016,docuseries,tv show,3,13.315149307250977
germany,2016,british tv shows,tv show,2,13.315149307250977
germany,2016,tv dramas,tv show,1,13.315149307250977
germany,2016,international tv shows,tv show,3,13.315149307250977
germany,2016,crime tv shows,tv show,1,13.315149307250977
germany,2017,dramas,movie,15,13.441286087036133
germany,2017,thrillers,movie,2,13.441286087036133
germany,2017,cult movies,movie,1,13.441286087036133
germany,2017,documentaries,movie,5,13.441286087036133
germany,2017,children  family movies,movie,5,13.441286087036133
germany,2017,comedies,movie,5,13.441286087036133
germany,2017,action  adventure,movie,2,13.441286087036133
germany,2017,international movies,movie,23,13.441286087036133
germany,2017,music  musicals,movie,5,13.441286087036133
germany,2017,lgbtq movies,movie,1,13.441286087036133
germany,2017,independent movies,movie,6,13.441286087036133
germany,2017,tv comedies,tv show,1,13.441286087036133
germany,2017,tv dramas,tv show,1,13.441286087036133
germany,2017,international tv shows,tv show,2,13.441286087036133
germany,2017,kids tv,tv show,1,13.441286087036133
germany,2017,crime tv shows,tv show,2,13.441286087036133
germany,2018,drama,movie,1,13.547049522399902
germany,2018,independent movies,movie,8,13.547049522399902
germany,2018,standup comedy,movie,1,13.547049522399902
germany,2018,action,movie,1,13.547049522399902
germany,2018,children  family movies,movie,1,13.547049522399902
germany,2018,horror movies,movie,1,13.547049522399902
germany,2018,international,movie,1,13.547049522399902
germany,2018,documentaries,movie,5,13.547049522399902
germany,2018,scifi  fantasy,movie,4,13.547049522399902
germany,2018,adventure,movie,1,13.547049522399902
germany,2018,dramas,movie,17,13.547049522399902
germany,2018,international movies,movie,20,13.547049522399902
germany,2018,thrillers,movie,4,13.547049522399902
germany,2018,sports movies,movie,1,13.547049522399902
germany,2018,comedy,movie,2,13.547049522399902
germany,2018,action  adventure,movie,2,13.547049522399902
germany,2018,comedies,movie,4,13.547049522399902
germany,2018,international tv shows,tv show,5,13.547049522399902
germany,2018,docuseries,tv show,1,13.547049522399902
germany,2018,science  nature tv,tv show,1,13.547049522399902
germany,2018,crime tv shows,tv show,3,13.547049522399902
germany,2018,drama,tv show,1,13.547049522399902
germany,2018,tv dramas,tv show,4,13.547049522399902
germany,2018,reality tv,tv show,1,13.547049522399902
germany,2018,international,tv show,1,13.547049522399902
germany,2018,thriller,tv show,1,13.547049522399902
germany,2019,romantic movies,movie,5,13.648612976074219
germany,2019,faith  spirituality,movie,1,13.648612976074219
germany,2019,comedies,movie,11,13.648612976074219
germany,2019,children  family movies,movie,5,13.648612976074219
germany,2019,drama,movie,1,13.648612976074219
germany,2019,comedy,movie,1,13.648612976074219
germany,2019,sports movies,movie,1,13.648612976074219
germany,2019,thrillers,movie,9,13.648612976074219
germany,2019,international movies,movie,17,13.648612976074219
germany,2019,coming of age,movie,1,13.648612976074219
germany,2019,dramas,movie,20,13.648612976074219
germany,2019,documentaries,movie,5,13.648612976074219
germany,2019,music  musicals,movie,1,13.648612976074219
germany,2019,action  adventure,movie,10,13.648612976074219
germany,2019,horror movies,movie,2,13.648612976074219
germany,2019,independent movies,movie,8,13.648612976074219
germany,2019,scifi  fantasy,movie,4,13.648612976074219
germany,2019,international,movie,1,13.648612976074219
germany,2019,travel,tv show,1,13.648612976074219
germany,2019,family,tv show,1,13.648612976074219
germany,2019,animals  nature,tv show,1,13.648612976074219
germany,2019,international tv shows,tv show,3,13.648612976074219
germany,2019,crime tv shows,tv show,1,13.648612976074219
germany,2019,british tv shows,tv show,1,13.648612976074219
germany,2019,tv mysteries,tv show,1,13.648612976074219
germany,2019,kids tv,tv show,1,13.648612976074219
germany,2019,tv dramas,tv show,2,13.648612976074219
germany,2019,docuseries,tv show,1,13.648612976074219
germany,2019,comedy,tv show,1,13.648612976074219
germany,2019,cartoons,tv show,1,13.648612976074219
germany,2020,crime,movie,2,13.749892234802246
germany,2020,children  family movies,movie,5,13.749892234802246
germany,2020,romance,movie,3,13.749892234802246
germany,2020,music,movie,1,13.749892234802246
germany,2020,family,movie,3,13.749892234802246
germany,2020,scifi  fantasy,movie,4,13.749892234802246
germany,2020,comedies,movie,13,13.749892234802246
germany,2020,international movies,movie,19,13.749892234802246
germany,2020,actionadventure,movie,1,13.749892234802246
germany,2020,standup comedy,movie,2,13.749892234802246
germany,2020,biographical,movie,1,13.749892234802246
germany,2020,action  adventure,movie,10,13.749892234802246
germany,2020,romantic movies,movie,4,13.749892234802246
germany,2020,thrillers,movie,7,13.749892234802246
germany,2020,comedy,movie,8,13.749892234802246
germany,2020,thriller,movie,1,13.749892234802246
germany,2020,documentaries,movie,6,13.749892234802246
germany,2020,adventure,movie,8,13.749892234802246
germany,2020,action,movie,7,13.749892234802246
germany,2020,coming of age,movie,1,13.749892234802246
germany,2020,buddy,movie,1,13.749892234802246
germany,2020,independent movies,movie,7,13.749892234802246
germany,2020,sports movies,movie,1,13.749892234802246
germany,2020,international,movie,1,13.749892234802246
germany,2020,lgbtq movies,movie,2,13.749892234802246
germany,2020,cult movies,movie,1,13.749892234802246
germany,2020,science fiction,movie,2,13.749892234802246
germany,2020,horror,movie,3,13.749892234802246
germany,2020,drama,movie,9,13.749892234802246
germany,2020,horror movies,movie,4,13.749892234802246
germany,2020,dramas,movie,19,13.749892234802246
germany,2020,standup comedy  talk shows,tv show,1,13.749892234802246
germany,2020,british tv shows,tv show,3,13.749892234802246
germany,2020,tv comedies,tv show,5,13.749892234802246
germany,2020,crime tv shows,tv show,6,13.749892234802246
germany,2020,kids,tv show,1,13.749892234802246
germany,2020,reality tv,tv show,2,13.749892234802246
germany,2020,kids tv,tv show,4,13.749892234802246
germany,2020,romantic tv shows,tv show,1,13.749892234802246
germany,2020,tv dramas,tv show,9,13.749892234802246
germany,2020,international,tv show,1,13.749892234802246
germany,2020,docuseries,tv show,2,13.749892234802246
germany,2020,family,tv show,1,13.749892234802246
germany,2020,tv action  adventure,tv show,1,13.749892234802246
germany,2020,drama,tv show,2,13.749892234802246
germany,2020,lifestyle  culture,tv show,1,13.749892234802246
germany,2020,thriller,tv show,2,13.749892234802246
germany,2020,international tv shows,tv show,16,13.749892234802246
germany,2021,dramas,movie,12,13.873690605163574
germany,2021,thrillers,movie,7,13.873690605163574
germany,2021,sports movies,movie,2,13.873690605163574
germany,2021,scifi  fantasy,movie,3,13.873690605163574
germany,2021,cult movies,movie,2,13.873690605163574
germany,2021,international,movie,1,13.873690605163574
germany,2021,music  musicals,movie,2,13.873690605163574
germany,2021,adventure,movie,2,13.873690605163574
germany,2021,action  adventure,movie,12,13.873690605163574
germany,2021,crime,movie,2,13.873690605163574
germany,2021,children  family movies,movie,1,13.873690605163574
germany,2021,standup comedy,movie,1,13.873690605163574
germany,2021,comedies,movie,9,13.873690605163574
germany,2021,action,movie,2,13.873690605163574
germany,2021,family,movie,1,13.873690605163574
germany,2021,international movies,movie,12,13.873690605163574
germany,2021,animation,movie,1,13.873690605163574
germany,2021,independent movies,movie,3,13.873690605163574
germany,2021,science fiction,movie,1,13.873690605163574
germany,2021,comedy,movie,1,13.873690605163574
germany,2021,horror movies,movie,2,13.873690605163574
germany,2021,romantic movies,movie,2,13.873690605163574
germany,2021,documentaries,movie,4,13.873690605163574
germany,2021,actionadventure,movie,2,13.873690605163574
germany,2021,tv dramas,tv show,3,13.873690605163574
germany,2021,science  nature tv,tv show,1,13.873690605163574
germany,2021,docuseries,tv show,2,13.873690605163574
germany,2021,tv action  adventure,tv show,1,13.873690605163574
germany,2021,tv comedies,tv show,1,13.873690605163574
germany,2021,british tv shows,tv show,1,13.873690605163574
germany,2021,kids tv,tv show,2,13.873690605163574
germany,2021,crime tv shows,tv show,2,13.873690605163574
germany,2021,international tv shows,tv show,7,13.873690605163574
germany,2021,tv scifi  fantasy,tv show,1,13.873690605163574
germany,2021,tv mysteries,tv show,1,13.873690605163574
greece,2016,dramas,movie,1,14.436896324157715
greece,2016,independent movies,movie,1,14.436896324157715
greece,2016,movies,movie,2,14.436896324157715
greece,2016,science  nature tv,tv show,1,14.436896324157715
greece,2016,docuseries,tv show,2,14.436896324157715
greece,2016,international tv shows,tv show,1,14.436896324157715
greece,2016,british tv shows,tv show,2,14.436896324157715
greece,2017,dramas,movie,1,14.418533325195312
greece,2017,independent movies,movie,1,14.418533325195312
greece,2017,lgbtq movies,movie,1,14.418533325195312
greece,2017,documentaries,movie,1,14.418533325195312
greece,2018,romantic movies,movie,2,14.365859031677246
greece,2018,international movies,movie,2,14.365859031677246
greece,2018,comedies,movie,2,14.365859031677246
greece,2019,horror,movie,1,14.291722297668457
greece,2019,drama,movie,1,14.291722297668457
