Country,Country_ID,Release_Year,Young_Population_Percentage
italy,9,1976,24.014493942260742
italy,9,1977,23.73624038696289
italy,9,1978,23.36094093322754
italy,9,1979,22.85614585876465
italy,9,1980,22.27361297607422
italy,9,1981,21.65298843383789
italy,9,1982,21.05282974243164
italy,9,1983,20.509532928466797
italy,9,1984,19.943288803100586
italy,9,1985,19.37344741821289
italy,9,1986,18.794599533081055
italy,9,1987,18.195701599121094
italy,9,1988,17.62855339050293
italy,9,1989,17.07485008239746
italy,9,1990,16.55144500732422
italy,9,1991,15.85947036743164
italy,9,1992,15.292596817016602
italy,9,1993,15.059847831726074
italy,9,1994,14.856088638305664
italy,9,1995,14.694374084472656
italy,9,1996,14.57012939453125
italy,9,1997,14.474384307861328
italy,9,1998,14.39382266998291
italy,9,1999,14.333147048950195
italy,9,2000,14.283347129821777
italy,9,2001,14.232763290405273
italy,9,2002,14.213912010192871
italy,9,2003,14.188055992126465
italy,9,2004,14.145421028137207
italy,9,2005,14.131059646606445
italy,9,2006,14.121560096740723
italy,9,2007,14.097911834716797
italy,9,2008,14.084382057189941
italy,9,2009,14.093615531921387
italy,9,2010,14.08839225769043
italy,9,2011,14.055482864379883
italy,9,2012,14.01320743560791
italy,9,2013,13.952896118164062
italy,9,2014,13.859588623046875
italy,9,2015,13.737574577331543
italy,9,2016,13.589312553405762
italy,9,2017,13.431293487548828
italy,9,2018,13.255928993225098
italy,9,2019,13.058501243591309
italy,9,2020,12.924293518066406
italy,9,2021,12.790064811706543
italy,9,2022,12.575383186340332
japan,8,1950,35.41383743286133
japan,8,1951,35.1168212890625
japan,8,1952,34.69265365600586
japan,8,1953,34.2425422668457
japan,8,1954,33.9074592590332
japan,8,1955,33.44175720214844
japan,8,1956,32.6617317199707
japan,8,1957,31.821361541748047
japan,8,1958,31.078407287597656
japan,8,1959,30.33307647705078
japan,8,1960,30.15241050720215
japan,8,1961,29.87555694580078
japan,8,1962,28.750276565551758
japan,8,1963,27.589252471923828
japan,8,1964,26.455833435058594
japan,8,1965,25.73276138305664
japan,8,1966,24.88090705871582
japan,8,1967,24.475967407226562
japan,8,1968,24.196887969970703
japan,8,1969,24.0743350982666
japan,8,1970,24.031660079956055
japan,8,1971,24.099773406982422
japan,8,1972,24.19558334350586
japan,8,1973,24.328704833984375
japan,8,1974,24.40143394470215
japan,8,1975,24.32747459411621
japan,8,1976,24.310256958007812
japan,8,1977,24.22081756591797
japan,8,1978,24.057382583618164
japan,8,1979,23.81985092163086
japan,8,1980,23.512754440307617
japan,8,1981,23.41502571105957
japan,8,1982,22.961313247680664
japan,8,1983,22.519184112548828
japan,8,1984,22.042770385742188
japan,8,1985,21.513813018798828
japan,8,1986,20.903419494628906
japan,8,1987,20.244884490966797
japan,8,1988,19.534358978271484
japan,8,1989,18.82284927368164
japan,8,1990,18.24006462097168
japan,8,1991,17.658597946166992
japan,8,1992,17.166519165039062
japan,8,1993,16.704023361206055
japan,8,1994,16.327789306640625
japan,8,1995,15.955184936523438
japan,8,1996,15.6405611038208
japan,8,1997,15.350051879882812
japan,8,1998,15.068190574645996
japan,8,1999,14.794169425964355
japan,8,2000,14.580412864685059
japan,8,2001,14.363152503967285
japan,8,2002,14.204888343811035
japan,8,2003,14.03004264831543
japan,8,2004,13.888649940490723
japan,8,2005,13.763239860534668
japan,8,2006,13.645404815673828
japan,8,2007,13.533891677856445
japan,8,2008,13.451068878173828
japan,8,2009,13.340681076049805
japan,8,2010,13.149709701538086
japan,8,2011,13.07153034210205
japan,8,2012,12.976642608642578
japan,8,2013,12.875693321228027
japan,8,2014,12.77402114868164
japan,8,2015,12.545929908752441
japan,8,2016,12.444122314453125
japan,8,2017,12.323630332946777
japan,8,2018,12.207934379577637
japan,8,2019,12.057279586791992
japan,8,2020,11.91602611541748
japan,8,2021,11.7800874710083
japan,8,2022,11.607050895690918
latvia,104,1950,24.974225997924805
latvia,104,1951,24.57097625732422
latvia,104,1952,24.11197280883789
latvia,104,1953,23.59835433959961
latvia,104,1954,23.106481552124023
latvia,104,1955,22.7000675201416
latvia,104,1956,22.361787796020508
latvia,104,1957,22.117624282836914
latvia,104,1958,22.017032623291016
latvia,104,1959,22.039342880249023
latvia,104,1960,22.12456512451172
latvia,104,1961,22.223020553588867
latvia,104,1962,22.280227661132812
latvia,104,1963,22.249622344970703
latvia,104,1964,22.11998748779297
latvia,104,1965,21.945775985717773
latvia,104,1966,21.788330078125
latvia,104,1967,21.667705535888672
latvia,104,1968,21.600004196166992
latvia,104,1969,21.527019500732422
latvia,104,1970,21.661699295043945
latvia,104,1971,21.542768478393555
latvia,104,1972,21.47829818725586
latvia,104,1973,21.34857749938965
latvia,104,1974,21.1710147857666
latvia,104,1975,21.010574340820312
latvia,104,1976,20.828907012939453
latvia,104,1977,20.638025283813477
latvia,104,1978,20.472625732421875
latvia,104,1979,20.416704177856445
latvia,104,1980,20.512075424194336
latvia,104,1981,20.652563095092773
latvia,104,1982,20.794918060302734
latvia,104,1983,20.956233978271484
latvia,104,1984,21.107107162475586
latvia,104,1985,21.209924697875977
latvia,104,1986,21.271421432495117
latvia,104,1987,21.316516876220703
latvia,104,1988,21.374113082885742
latvia,104,1989,21.422595977783203
latvia,104,1990,21.441144943237305
latvia,104,1991,21.484874725341797
latvia,104,1992,21.44301986694336
latvia,104,1993,21.237714767456055
latvia,104,1994,20.990009307861328
latvia,104,1995,20.679107666015625
latvia,104,1996,20.244169235229492
latvia,104,1997,19.70244026184082
latvia,104,1998,19.040077209472656
latvia,104,1999,18.325756072998047
latvia,104,2000,17.672622680664062
latvia,104,2001,17.04256248474121
latvia,104,2002,16.38892364501953
latvia,104,2003,15.777583122253418
latvia,104,2004,15.231164932250977
latvia,104,2005,14.747639656066895
latvia,104,2006,14.366301536560059
latvia,104,2007,14.10896110534668
latvia,104,2008,14.04609489440918
latvia,104,2009,14.12165641784668
latvia,104,2010,14.17923641204834
latvia,104,2011,14.242490768432617
latvia,104,2012,14.365509033203125
latvia,104,2013,14.575382232666016
latvia,104,2014,14.848742485046387
latvia,104,2015,15.119368553161621
latvia,104,2016,15.407940864562988
latvia,104,2017,15.674731254577637
latvia,104,2018,15.835914611816406
latvia,104,2019,15.943769454956055
latvia,104,2020,16.000648498535156
latvia,104,2021,15.998297691345215
latvia,104,2022,15.975213050842285
lithuania,113,1950,29.458799362182617
lithuania,113,1951,29.40824317932129
lithuania,113,1952,29.347209930419922
lithuania,113,1953,29.26643943786621
lithuania,113,1954,29.166227340698242
lithuania,113,1955,29.055070877075195
lithuania,113,1956,28.9255428314209
lithuania,113,1957,28.78544044494629
lithuania,113,1958,28.67452621459961
lithuania,113,1959,28.622058868408203
lithuania,113,1960,28.586729049682617
lithuania,113,1961,28.56300163269043
lithuania,113,1962,28.534194946289062
lithuania,113,1963,28.421537399291992
lithuania,113,1964,28.208087921142578
lithuania,113,1965,27.941650390625
lithuania,113,1966,27.688276290893555
lithuania,113,1967,27.46783447265625
lithuania,113,1968,27.281869888305664
lithuania,113,1969,27.10563850402832
lithuania,113,1970,26.992801666259766
lithuania,113,1971,26.738346099853516
lithuania,113,1972,26.51435089111328
lithuania,113,1973,26.156795501708984
lithuania,113,1974,25.692493438720703
lithuania,113,1975,25.2132568359375
lithuania,113,1976,24.73505973815918
